id,source_site,titre,organisation,pays,secteur,categorie,experience,date_pub,deadline,url,description,jours_restants,urgence
5c898efc90f12815562acd32c294097b,AfriqueEmplois,Observatoire national de l'emploi et de la formation recrute un(e) secretaire,,Burkina Faso,22 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31455,NA,NA,Ouvert
50ae7d4264fc412c24fe64ea260e6df1,AfriqueEmplois,Cfa-i recrute un gestionnaire logistique et achats (gla) h/f,,Burkina Faso,PDF,NA,NA,NA,NA,https://afriqueemplois.com/post/31454,NA,NA,Ouvert
68cfc82e41d8eaffffc32af1c5820abf,AfriqueEmplois,Communiqué recrutement faso mebo,,Burkina Faso,PDF,NA,NA,NA,NA,https://afriqueemplois.com/post/31453,NA,NA,Ouvert
9d256401ef892ad5bb6ba8fd8c83b877,AfriqueEmplois,Onea bobo-dioulasso recrute des manœuvres journaliers,,Burkina Faso,16 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31452,NA,NA,Ouvert
396602282406369531235dd6f00adc9f,AfriqueEmplois,Ceajc sarl recrute un(e) stagiaire juriste,,Burkina Faso,20 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31451,NA,NA,Ouvert
09162e63c6b06c49ded0351a5c3da45d,AfriqueEmplois,"Conseil danois pour les réfugiés (drc) recrute un consultant pour formation en excel avancé, python et ia générative",,Burkina Faso,24 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31436,NA,NA,Ouvert
1be3045a4ae0219ab8c7bd1148e2f218,AfriqueEmplois,Acep burkina sa recrute 03 gestionnaires de portefeuille (h/f),,Burkina Faso,17 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31434,NA,NA,Ouvert
d24eb2ed7c4e726fc28a9b49b17c9e65,AfriqueEmplois,Une structure btp recrute un(e) secrétaire de direction,,Burkina Faso,13 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31428,NA,NA,Ouvert
e29ea1338b1ad99c6c2bc290a0c26e2c,AfriqueEmplois,Recrutement de musiciens confirmés pour l'orchestre de la présidence du faso,,Burkina Faso,PDF,NA,NA,NA,NA,https://afriqueemplois.com/post/31417,NA,NA,Ouvert
e0f806ec6b6de6307c1e23a36261737d,AfriqueEmplois,Un institut de formation recrute 10 commerciaux dynamiques,,Burkina Faso,23 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31404,NA,NA,Ouvert
c09bf466bf08bcf539618de1c7bbe701,AfriqueEmplois,La cour des comptes recrute un conseiller,,Burkina Faso,PDF,NA,NA,NA,NA,https://afriqueemplois.com/post/31403,NA,NA,Ouvert
9faf833e69278d234a90c1b2dc583901,AfriqueEmplois,Informations concours auditeurs de justice 2026,,Burkina Faso,PDF,NA,NA,NA,NA,https://afriqueemplois.com/post/31402,NA,NA,Ouvert
c607bf715737dd93172ee439ac77ffec,AfriqueEmplois,Visit faso recrute des volontaires,,Burkina Faso,13 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31391,NA,NA,Ouvert
27aa31158df8e51893239fe4c59f433d,AfriqueEmplois,Chauffeur permis e,,Burkina Faso,16 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31389,NA,NA,Ouvert
176bb4fd2eaafac1baa7f8789131c487,AfriqueEmplois,Secretaire caissier,,Burkina Faso,12 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31381,NA,NA,Ouvert
c4f676a14621a859b8b24d02700106ad,AfriqueEmplois,Résultats recrutement faso mêbo,,Burkina Faso,PDF,NA,NA,NA,NA,https://afriqueemplois.com/post/31365,NA,NA,Ouvert
75324a1ac6032d0b5ef1aab9a8bdd7d8,AfriqueEmplois,Commune de banfora recrute 02 mécaniciens,,Burkina Faso,21 Apr 2026,NA,NA,NA,NA,https://afriqueemplois.com/post/31359,NA,NA,Ouvert
14ed1fc97b036e027aacfd4d3ed43c57,BFemploi,Directeur sous-régional (sahel),,Burkina Faso,NA,NA,NA,NA,NA,https://www.bfemploi.comannonce-details-3858.html,NA,NA,Ouvert
6c3f2f949a5227f3169da7147d4cbb01,BFemploi,Ravaux de réalisation des systèmes de pompage d'eau potable par énergie solaire,,Burkina Faso,NA,NA,NA,NA,NA,https://www.bfemploi.comannonce-details-3857.html,NA,NA,Ouvert
69cbc3f6bd5a474113ab193c6fbf6e67,BFemploi,Country director,,Burkina Faso,NA,NA,NA,NA,NA,https://www.bfemploi.comannonce-details-3856.html,NA,NA,Ouvert
e22662ac180edd3b3a6b0dcd4f32a7e7,BFemploi,Chef de mission,,Burkina Faso,NA,NA,NA,NA,NA,https://www.bfemploi.comannonce-details-3855.html,NA,NA,Ouvert
563e4ae12e2cb99eba13625214945bae,BFemploi,Responsable relations bailleurs,,Burkina Faso,NA,NA,NA,NA,NA,https://www.bfemploi.comannonce-details-3854.html,NA,NA,Ouvert
fb210b340a984e30d179c608d119ab63,BFemploi,Manager ressources humaines,,Burkina Faso,NA,NA,NA,NA,NA,https://www.bfemploi.comannonce-details-3853.html,NA,NA,Ouvert
204d130a35eff4f894c87ad5e853b352,BFemploi,Responsable de recherche,,Burkina Faso,NA,NA,NA,NA,NA,https://www.bfemploi.comannonce-details-3852.html,NA,NA,Ouvert
4666a6e2f2faf58cdaccc24407a8b9a5,BFemploi,Directeur.trice pays,,Burkina Faso,NA,NA,NA,NA,NA,https://www.bfemploi.comannonce-details-3851.html,NA,NA,Ouvert
f3b3a60608379f2b1435997edd92618d,BFemploi,Chef.fe de projet et coordinateur(trice) pays,,Burkina Faso,NA,NA,NA,NA,NA,https://www.bfemploi.comannonce-details-3847.html,NA,NA,Ouvert
